,title,jobFunction,industry
6850,Software Development Team Lead,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
9748,Technical Drive Engineer,['nan'],['Construction - Residential & Commercial/Office']
7284,Senior Civil Engineering Designer,"['Creative/Design/Art', 'Engineering - Construction/Civil/Architecture']",['Engineering Services']
4066,Finance Manager,"['Operations/Management', 'Accounting/Finance']",['Education']
270,Front Office Admin,['Administration'],"['Higher Education', 'Education']"
6009,.Net Team Leader,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Engineering Services', 'Information Technology Services']"
9356,Montessori Coordinator,['Education/Teaching'],"['Education', 'Arts and Crafts', 'E-Learning']"
4570,Property Consultant,['Sales/Retail'],"['Real Estate/Property Management', 'Marketing and Advertising']"
3576,Technical Sales Engineer - Textile,"['Sales/Retail', 'Engineering - Other']","['Manufacturing', 'Chemicals']"
3565,Senior Business Development Specialist,"['Sales/Retail', 'Business Development']",['Manufacturing']
2971,.Net Software Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
8343,Android Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
9547,Senior Software Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software', 'Information Technology Services']"
4207,Qilk BI Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
3218,Odoo/ ERP Next Implementer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Training and Coaching']"
1391,Product Owner,"['IT/Software Development', 'Analyst/Research', 'Business Development']","['Computer Software', 'Information Technology Services']"
6696,Head Of Business Development,"['Media/Journalism/Publishing', 'Operations/Management', 'Business Development']","['Media Production', 'Online Media', 'Marketing and Advertising']"
3975,Incident Management Engineer,"['Customer Service/Support', 'Engineering - Telecom/Technology']","['Computer Networking', 'Information Technology Services', 'Engineering Services']"
4316,Sales Engineer,"['Engineering - Other', 'Sales/Retail']","['Education', 'Medical Devices and Supplies']"
7977,Senior Digital Marketing Executive,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Information Technology Services', 'Internet/E-commerce']"
2675,Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Information Technology Services']
6897,Creative Content Marketer - Assiut,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Writing/Editorial']","['Marketing and Advertising', 'Real Estate/Property Management', 'Healthcare and Medical Services']"
1422,Recruitment Specialist,['Human Resources'],['Computer Software']
83,English Teacher,"['Training/Instructor', 'Education/Teaching']",['Education']
873,Junior CCTV & Fire Site Engineer,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Security and Surveillance', 'Engineering Services']"
10450,Project Coordinator,['Engineering - Mechanical/Electrical'],['Information Technology Services']
8615,Accountant,['Accounting/Finance'],"['Manufacturing', 'Plastics']"
4557,Senior IT Network Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software', 'Computer Hardware']"
4500,Data Scientist,"['IT/Software Development', 'Analyst/Research']",['Computer Software']
4647,Real Estate Sales Agent,['Sales/Retail'],"['Financial Services', 'Real Estate/Property Management', 'Luxury Goods and Jewelry']"
7322,Accountant,['Accounting/Finance'],"['Construction - Residential & Commercial/Office', 'Construction - Industrial Facilities and Infrastructure']"
6470,Marketing Specialist,"['Business Development', 'Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Computer Software']"
2038,Creative Bilingual Copywriter,"['Marketing/PR/Advertising', 'Writing/Editorial', 'Media/Journalism/Publishing']",['Marketing and Advertising']
8511,Creative Script Writer,"['Writing/Editorial', 'Media/Journalism/Publishing']","['Education', 'Marketing and Advertising']"
10544,Senior Software Architect,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
1132,Senior Software Testing Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']",['Information Technology Services']
2450,Category Manager,['Marketing/PR/Advertising'],"['Information Technology Services', 'Marketing and Advertising']"
3954,PHP Full-Stack - Joomla Expert,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
2329,Senior .Net Developer (Part Time),"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Other - Not Classified', 'Information Technology Services']"
9928,Montessori Coordinator,['Education/Teaching'],"['E-Learning', 'Arts and Crafts', 'Education']"
6242,Technical Operations Head,"['Operations/Management', 'Engineering - Telecom/Technology']",['Information Technology Services']
10377,English Copywriter,"['Media/Journalism/Publishing', 'Writing/Editorial', 'Marketing/PR/Advertising']",['Marketing and Advertising']
5042,Maintenance Engineer,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']","['Engineering Services', 'Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
10187,Software Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Education']
4746,Public Relation Specialist,"['Marketing/PR/Advertising', 'Customer Service/Support']","['Public Relations and Communications', 'Legal Services', 'Marketing and Advertising']"
10191,Sales Operations Specialist,"['Operations/Management', 'Sales/Retail']",['Real Estate/Property Management']
8950,Quality Control Specialist - Chemist,"['R&D/Science', 'Engineering - Other', 'Quality']","['Manufacturing', 'Construction - Residential & Commercial/Office']"
7739,IT Engineer/System Administrator,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
7911,Receptionist,"['Administration', 'Customer Service/Support']",['Healthcare and Medical Services']
8347,Planning Engineer,"['Engineering - Other', 'Manufacturing/Production']",['Manufacturing']
7159,Accountant,['Accounting/Finance'],"['Marketing and Advertising', 'Internet/E-commerce', 'Business Services - Other']"
2401,Graphic Designer,['Creative/Design/Art'],['Information Technology Services']
5520,Senior UI Developer Subject Code [SUI01],"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
1216,UI/UX Mobile Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Electronics and Semiconductors', 'Computer Software']"
9465,Sales Representative / Hurghada,['Sales/Retail'],['Education']
6020,Customer Service Team Leader,['Customer Service/Support'],"['Internet/E-commerce', 'Marketing and Advertising', 'Information Technology Services']"
9797,Corporate Sales Executives (CSE),"['Business Development', 'Sales/Retail']",['Education']
1064,Senior Operation Specialist,"['Administration', 'Operations/Management', 'Customer Service/Support']","['Computer Software', 'Healthcare and Medical Services']"
3786,Data Center Manager,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Operations/Management']","['Computer Software', 'Information Technology Services']"
4410,Front End Developer (UI/UX) - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Creative/Design/Art']","['Pharmaceuticals', 'Marketing and Advertising', 'Healthcare and Medical Services']"
8168,Outdoor Sales Representative,"['Sales/Retail', 'Marketing/PR/Advertising', 'Engineering - Mechanical/Electrical']","['Consulting Services', 'Energy and Utilities', 'Engineering Services']"
10226,Full Stack Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
5523,Software Project Manager,"['Project/Program Management', 'IT/Software Development', 'Customer Service/Support']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
5996,Outdoor Sales Representative [ Software] - KSA,"['Customer Service/Support', 'Sales/Retail']","['Internet/E-commerce', 'Information Technology Services']"
9617,Senior PHP Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
5888,Marketing Executive- India,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Marketing and Advertising']
2161,Audit Manager,['Accounting/Finance'],"['Real Estate/Property Management', 'Construction - Industrial Facilities and Infrastructure']"
3008,Administrative Assistant,['Administration'],['Information Technology Services']
9502,Telesales Agent,"['Sales/Retail', 'Customer Service/Support']",['Marketing and Advertising']
1105,Social Media & Graphic Design Intern - Online,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Creative/Design/Art']","['Graphic Design', 'Media Production', 'Marketing and Advertising']"
7929,Tele-Sales Executive,['Sales/Retail'],['Computer Software']
692,Digital Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Internet/E-commerce', 'Marketing and Advertising']"
2003,React Native Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
4956,Telemarketing Agent,"['Marketing/PR/Advertising', 'Sales/Retail']","['Computer Software', 'Information Technology Services', 'Business Services - Other']"
7862,Telesales Representative,"['Sales/Retail', 'Customer Service/Support']",['Real Estate/Property Management']
9220,Senior SharePoint Administrator,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
4369,PHP Laravel Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Marketing and Advertising', 'Information Technology Services']"
9666,Business Development Manager,"['Business Development', 'Marketing/PR/Advertising', 'Sales/Retail']",['Marketing and Advertising']
2765,Digital Marketing Internship - Indonesia- GE,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Non-Profit Organizations', 'Education', 'Information Technology Services']"
3929,Software Application Support Engineer,"['Engineering - Telecom/Technology', 'Installation/Maintenance/Repair', 'IT/Software Development']","['Computer Software', 'Human Resources']"
8337,Social Media Marketing Specialist - Alexandria,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Writing/Editorial']","['Publishing and Printing', 'Online Media', 'Marketing and Advertising']"
9509,ERP Trainee - Unpaid Internship,"['Accounting/Finance', 'Customer Service/Support', 'IT/Software Development']",['Computer Software']
